"Date","X10.Yr.U.S..Treasury","X5.year.Tresury","Aluminium","Brent","BTC","CAC40","COCOA","COFFEE","Copper","Corn","COTTON","DAX","DIA","DollarIndex","DowJones","ETHANOL","EUR_KRW","EuroStoxx50","EURUSD","FTSE","FTSE100","GBPUSD","Gold","HangSeng","Hyundai","IWM","JPY_KRW","Kakao","KOSDAQ","KOSPI","KOSPI200","LGChem","MSCI_EM","MSCI_World","Nasdaq.US.Benchmark.Consumer.Digital.Services","NASDAQ","NaturalGas","Naver","Nikkei225","NYSE","OMX","Palladium","Platinum","QQQ","Russell2000","S.P500","Samsung","Shanghai","Silver","SKHynix","Soybeans","SP500","SPY","STEEL","SUGAR","Swedish.Consumer.Products.and.Services.GI","US_Dollar_Index","US10Y","US30Y","US3M","US5Y","USD_KRW","USDCNY","USDJPY","USDKRW","VIX","WHEAT","WTI","XLB","XLE","XLF","XLI","XLK","XLP","XLRE","XLU","XLV","XLY"
2015-01-05,0,0,0,-0.0604584271933262,-0.137817726803882,-0.0337038297765488,0,0,-0.0161594708752113,0,0,-0.030314408827735,-0.0175753057257539,0.00328834477907147,-0.0187549413363897,0,0.00404656011444793,0,-0.0118974385651027,0,-0.020147169605675,-0.0191040353172312,0.0149800066624541,8.23363023982893e-07,-0.00593452800773875,-0.0134595238041069,0.0112288123209847,0.0518399068501711,0.0134892710030119,-0.00556451875245845,0,-0.0310323942256936,0,0,0,-0.0158308514587908,-0.0411273089995157,0.0243254187313084,0,-0.0208267617907172,0,-0.00207797485633066,0.00588454365408442,-0.0147774171613593,-0.014663265530098,-0.0184472135325873,0.00225313273267957,0,0.0278901688387809,-0.00209647640897259,0,0,-0.0182247528415811,0,0,0,0,-0.040370630268351,-0.0347073715313438,-1.60943788139001,-0.031389941722439,0.0153367716224446,0,0.00469402419356513,0.0157855265543807,0.113087702845695,0,-0.0516029542629752,-0.0258189878505144,-0.0422481594482198,-0.021251000369833,-0.0236359452456982,-0.0153828839097345,-0.00705646623996836,0,-0.0123012979564723,-0.00511297347727169,-0.0193115376703128
2015-01-06,-0.0658714452956364,-0.068594647409773,0.00116306130812482,-0.0385807785775087,0.0417958802770686,-0.00679937694594912,-0.0010233669663382,0.0431678335470238,0.00393065298377415,0.0243381747943463,0.0156461019280298,-0.000369533151038937,-0.00832705023030123,0.00131236620305941,-0.00745615708496139,-0.0582929944360482,-0.00356251461099877,0,-0.000621064527723592,-0.020147169605675,-0.00793204789921198,-0.00174095875363917,0.0127106563921231,-0.00999485106459197,-0.0210536484788886,-0.0174516440338834,0.00637571378922708,0.00552101621485157,-0.00419582909846827,-0.0175350968927699,-0.0101816712885876,-0.0499367778922952,-0.0112257379045468,-0.00213888600303846,0,-0.0129428704224761,0.0192445784285893,-0.00804283228449698,-0.0306522895756416,-0.00878778068356922,0,0.00903622117666369,0.00880344089825513,-0.0134987853999808,-0.0171091029343815,-0.0089332546906995,-0.0289211702282905,0,0.0258692826871538,-0.00315293146322304,0.0343170929241285,-0.0158419623120327,-0.00946331906603071,-0.0145986927081028,0.00631803809710663,0,0.00273957770954603,-0.0379855630146499,-0.0319840121123008,1.8971199538418,-0.0490133567776636,-0.00281374869240558,0.00198307738028691,-0.00841328449579493,-0.00225276058326429,0.0584962425880202,0.0141299717629861,-0.0430810843559661,-0.00889853236376181,-0.0147992882647094,-0.0154005126531023,-0.0123977903781354,-0.0121304056528824,-0.00125101898530522,0,0.000640201992824885,-0.00337415151580434,-0.0100126956118105
2015-01-07,0.00355058417318599,-0.00199270810712748,0.00544834130457694,0.000978054880075518,0.0280729729527458,0.00713257301413606,-0.00650575826548927,0.0439471436281424,-0.00285710806478034,-0.00185128099772314,-0.00745964124678355,0.00511060102180672,0.0126076926737388,0.00425323058911964,0.0121799154720339,-0.0598665818690579,-0.0158907843900717,0.00120667411640341,-0.00534627617400701,-0.00793204789921198,0.00833706611383178,-0.0079181474972469,-0.00716087932157272,0.0083046242311049,0.0328878250685065,0.012239846601239,-0.00502144676358052,0.0197622684271579,0.00432055597314474,0.000732821233983216,-0.00811201873732692,-0.0090771344096936,0.0125230894887141,-0.00701842795585428,-0.00357829145196753,0.0124914890671697,-0.0230686463405172,-0.0149156601251175,0.000126782283178528,0.0106196973473409,-0.0197642711700858,-0.00998220552930462,-8.19968513674496e-05,0.012808646371453,0.0125445853072925,0.0115627358448762,0.00922358663129152,-0.00124676813793734,-0.00561716872998641,-0.00210742747584369,0.0117380674594498,-0.00824295219413251,0.0123839227518179,0.00703405902800114,0.0444821623455884,0,0.00404088085626331,-0.00459539374712792,-0.00317582515180193,0,-0.0134863678502907,-0.00838889226495798,-0.00103133373814668,-0.00631680259940115,-0.0101550885611861,-0.089597429791116,0.0105731583416766,0.0149102204577769,0.0112160316546817,0.00212765168033302,0.0104314123366112,0.0074935040045867,0.00843216057893148,0.0169566533043248,0,0.0097623540508569,0.0232403563524635,0.0156899080668618
2015-01-08,0.0145767470998952,0.00199270810712748,0.0184416199408055,-0.00372152893078947,-0.0380460385082326,0.0352267096415364,0.00240178533710722,0.00113828665125837,0.00392644378445528,-0.0205935514828424,0.00547585927137639,0.033009209896024,0.0178923026616218,0.00521007746849023,0.0182212901327166,-0.012278466960849,-0.00125291286688878,0.0351520521010791,-0.00331957304669389,0.00833706611383178,0.0231268983513342,-0.00201128840469006,-0.00181889357453269,0.00649328695517148,0.0459853083133037,0.0168197694404393,-0.00315542587906803,-0.00609146269321315,0.00906232821691777,0.0109913622732103,0.0119164984320674,0.021053357361783,0.0190040851284485,0.0228784508825424,0.0152400157695318,0.0182646666901292,0.0193176042727206,0.0162606323686525,0.0165495363998662,0.0161859822169621,0.00480579183252416,0.000819858623590797,0.000818866767001936,0.0189585615265138,0.0169980353218264,0.0177301681271551,0.0053414055184966,0.0135278285404432,-0.00967722450803565,0.0524002948911271,0.00166567557845188,0.0124178716096273,0.017589535287561,0.00466181892194806,-0.0155146144112632,0.0347058082557989,0.00206872999774443,0.0312368146245744,0.030542636283839,-0.105360536353884,0.0154937428291547,0.00188337077090139,0.000322401263370908,0.00517735037577349,0.000455560098768792,-0.126821648919881,-0.0242720026998384,0.002873552595966,0.0235014885595946,0.0222011317799948,0.0148337158386989,0.0198308840377663,0.0217428774712549,0.0150593490432533,0,0.0069454737728738,0.0169408308395571,0.0148903136546199
2015-01-09,-0.0034991135973057,-0.0194310465412141,-0.00363843494052141,-0.0168203921464323,0.0246074446725233,-0.0192250547899029,0.0270469495798116,0.0110310660730137,-0.00589550493109448,-0.00442338793915109,0.00115768961325813,-0.0194103682659765,-0.00865242496929408,-0.00466606340666154,-0.0095665681339181,0.00956287280181223,-0.00693141894458016,-0.0298437410454522,-0.00337943938200583,0.0231268983513342,-0.0105424241221126,-0.00129838944225152,0.00626959280996964,0.0035355110004236,0.0111730361104154,-0.00964995954264669,-0.0076969096191819,0.014825026751474,0.0115147533641391,0.0104718085869271,0.015115505164661,0.0606245781999117,0.00532773437679834,0.0050446522296852,-0.00865396693109943,-0.0068049485786581,0.00647032835805317,0.010695361471095,0.00178268697487383,-0.00828659345441451,0.00989395792982073,0.00884995429766455,0.0060388829149165,-0.00660432289251656,-0.00877485438963266,-0.00843932214707888,0,-0.0285755812700756,0.00213824487701064,-0.00501762156931562,-0.00691879176546983,0.0160430822656936,-0.00804604796548603,0.00868331313061832,0.00947235373029143,-0.00862485596836127,0.00401623462172918,-0.0225743603795713,-0.0143719472703259,-0.182321536097897,-0.0360706626031937,-0.00419018251728431,-8.06290046639901e-05,0.00420777135364414,-0.00319328754913339,0.0312524865760477,-0.0209066848193133,-0.00885235422480513,-0.00515204875078279,-0.0079565340480876,-0.0135887974405762,-0.010767664208708,-0.00314654130120084,-0.00811205188311792,0,-0.00631223463393882,-0.00893278483420623,-0.011640945486568
2015-01-12,-0.016662840793313,-0.0351154822791522,0.00136596492496999,-0.0549656548281425,-0.0810613353838532,0.011697194573479,-0.0154624929421789,0.0194992250514341,-0.00990371450607808,0.0107087637541126,0.00330034559767522,0.0137313162857744,-0.0055444939074194,0.000434981675695667,-0.00545700526910586,0.0121623169264445,-0.00545206459444714,0.013474821617331,0.00630713785206233,-0.0105424241221126,4.61149298303098e-05,0.00670638747816998,0.0136400624206479,0.00444295594241062,-0.0139862883379909,-0.00332227176253941,0.00146546655584023,-0.0278077843366322,0.00308433183959522,-0.00195025615114197,-0.00329850868384796,0.0111423049691197,-0.00940640942270399,-0.0203340528269287,-0.0105163116064881,-0.00840239513609653,-0.0526162178035048,-0.00266340309744351,0,-0.00661949064905798,0.00139566497125987,0.0172839379870542,0.0091517535511354,-0.0104815529743236,-0.00472581717432519,-0.00812661684347038,0.00152090382139569,-0.00573886397387291,0.00905204504134405,0.0120002800209882,0.00263000749325215,-0.00842910906832017,-0.00786434096126509,-0.0203792043652307,0.00671139614160499,0.00650033611961298,-0.00466910362639972,-0.0303912222087203,-0.0253578920204208,-0.143100800656555,-0.0388603810435284,-0.012584514462195,-0.000515902771691445,-0.013277298336801,-0.0114885684714894,0.110475679259672,-0.00884179058146106,-0.0485110660439423,-0.00227560707061603,-0.0292343446975285,-0.00832644654918679,-0.006880772116586,-0.0117042904072124,-0.003058975523897,0,-0.00232410472457767,0.000426859491343912,-0.00537444102215989
2015-01-13,-0.045841327640752,-0.0562108103146018,-0.00136596492496999,-0.017869017219899,-0.170305726949135,0.0145660625430235,0.012121360532344,-0.0237275611609551,-0.0308734965427878,0.00749067172915741,-0.0162767175230405,0.0161338400899602,-0.00147655829527782,0.00358125294603351,-0.0015408045257459,-0.0272310647264565,-0.00315126071158822,0.0159797082752267,-0.00330636739640489,4.61149298303098e-05,0.00625600688951877,-0.00125994953782232,0.00129720136248768,0.00785659984326337,0.011205022356755,0.000767554646533775,-0.0013998182793471,-0.0194450632169065,-0.00656336969578231,-0.00198533010366297,-0.000734516435661803,-0.00277393400313208,0.00763368176442025,0.0161318193351656,0.00297329969174154,-0.000688374179372175,0.051597361919657,-0.0134228437723589,-0.00641787909804492,-0.00167235969451696,-0.00304132392527823,0.00196347668072328,0.00562747675527753,-0.000295749837683879,0.000465998943233181,-0.00258188543581639,0.0173261789873322,-0.010698099430007,0.0350600469427089,-0.026185001518682,-0.0285802935537873,-0.00713641270140908,-0.00281678132350383,-0.00294557956537167,-0.0161837498718964,0.00848339200859805,0.00163124965882488,-0.0115729622019163,-0.00402091013390626,0.570544839778866,-0.0211147590200308,0.00159789110613406,-0.00111351915262725,0.00098084850510638,-0.000369845049074335,0.0478178289121862,-0.0134110190600056,-0.0039147572172249,-0.0112454205317469,-0.00798726033895214,-0.00334988418554705,-0.00200054912614833,-0.000736412580885748,-0.000204196170240145,0,0.00274607921932812,-0.0044229311871895,0
2015-01-14,-0.00534474291459508,-0.00893525286621039,-0.00399475506983382,0.0440877128859967,-0.237557715495305,-0.0157492873287488,-0.00133958492905606,0.00703732672057633,-0.0481744257404658,-0.0406147191541901,0.00551054270949169,-0.0125438854656981,-0.0109694530650888,-0.00162621487014292,-0.0106499720101674,-0.0394139644067038,-0.00975038849344756,-0.0142012420631623,-0.00450949851660556,0.00625600688951877,-0.023774031144514,0,8.09945177833171e-05,-0.00427785265414116,-0.011205022356755,-0.00401562874634287,0.000437614621267013,0.0125436637949488,0.00553628029764841,-0.00181684315634012,0.00610427983500816,-0.013986578948245,-0.0150685950915004,-0.0120032643785608,0.00200067633412537,-0.0047695188697805,0.0939810153092071,-0.00135224733122996,-0.0172211094072896,-0.00543129591109448,0.00256711704165102,-0.0439197180100859,-0.00724116111432149,-0.0055312126153586,-0.00303682291619722,-0.00583002896797513,0.00447110718476296,0.0058135870105378,-0.00991766755400336,-0.00204266486184856,-0.0138547490803571,-0.006508663367363,-0.00605544285753279,-0.0474193417005937,0.0108182155693557,-0.0218022343739337,0.00217089605846343,-0.0284430085207987,-0.0125686376928098,0.0833816218965828,-0.0420798336602821,-0.00536729752629306,-0.000936882442419185,-0.00451464417757652,-0.00398429883400464,0.043774833718107,-0.0135933221316691,0.0549041172123146,-0.0117970849903064,0.00312124693262383,-0.0143645953169158,-0.00547647279332253,-0.00566163588124136,-0.0030691956450819,0,0.00861309419639777,-0.00157441760025012,-0.0121283591132562
2015-01-15,-0.0288142207948887,-0.0521990765754621,0.00786015324328559,-0.0211714111841381,0.16400235279403,0.0233932524917879,-0.00807541400554523,0.00976979159580527,0.0224641852932185,-0.00845533492703776,-0.016793006097779,0.0217170887423048,-0.00576293494615676,0.00205945343845659,-0.00612293360766714,-0.0313550894790285,0.00712198977687617,0.0216720056023405,0.00064804688481529,-0.023774031144514,0.0171180153705919,0.00421104462935734,0.0242498594504337,0.00983471766038413,-0.0170453352474826,-0.0170106749915249,0.0077365296438785,0.0669592798205088,0.0124963233563404,0.000250786595508146,-0.00211188857265743,0.00561820798225732,0.0186111009311172,-0.00598473295144419,-0.0148054692623054,-0.0148751844596049,-0.0234715977149518,0.0501422977912043,0.0184486232772851,-0.00482166640144577,-0.00578362065366367,-0.018487984674219,0.0189567373709245,-0.0130603505073772,-0.0191706574515145,-0.00929090300456803,-0.0082117801087378,-0.00564978181627396,0.00687654901359691,0.012195228000035,0.0109019910294768,-0.00230647493141412,-0.00920315089143653,-0.00216761502115759,0.00201543457344844,0.00837300091282955,-0.000759256961031518,-0.0343334034865621,-0.0164544896927264,-0.0833816218965828,-0.0625451122586849,0.00601308044787707,-0.000581997575429982,-0.00344409025944792,0.00453895871617949,0.0414921550211504,-0.0137806498687532,-0.0470898683603052,-0.00190886922132183,-0.0128190067038418,-0.0124175331877212,-0.00477057320537977,-0.0129192515549232,0.00163803529381035,0,0.00791644713874939,-0.0107999327286716,-0.0130039916422628
2015-01-16,-0.0555698117033083,-0.0761103821516805,0.017769248459623,0.000419472708242274,-0.0083600518607998,0.0129660754297483,0.00471857970199441,-0.0139862419747399,0.0163346393462599,-0.00589585723605257,0.00607803007611896,0.0133820450388829,0.0101158383784332,0.00183911095744183,0.0109588736816555,-0.0362030311660964,-0.0226729673367041,0.0141142924638249,-0.0126834323079386,0.0171180153705919,0.00789330588784942,-0.00349778921119359,0.00960038327296253,-0.0102113584350541,-0.0202615433146587,0.0161540909909696,0.00512106286689562,-0.00584594941208572,-0.00686927372508261,-0.0136815193829811,-0.00513599040464907,-0.0198026811314342,-0.0116870279245371,-0.00200258868006031,0.0129014087398724,0.0138098185259317,-0.00986480505375398,0,-0.0143963911487894,0.0137637359767826,0.00345765071977144,-0.0158488019110008,0.00608246526916201,0.011672671752577,0.0188222422522122,0.0133348931862676,-0.0135855060633574,0.0364044184865975,0.0382673579627664,-0.0422962460681635,-0.023184386316812,-0.0107340022133267,0.0130296348734795,-0.00124051094627031,0.0297543115352359,-0.00357895708530798,-0.000651309990381321,0.0222850897478909,0.0099051282986381,-0.245122503024414,0.0470769142963345,-0.00980595844859078,-0.00105169192284005,-0.0107914900843422,-0.00602551069864177,-0.0664757205653523,-0.00696220032037242,0.0514121780313892,0.0157977912815177,0.0320100729911137,0.011991563045572,0.00659956729088629,0.0097052403634259,0.00794750365548857,0,0.00888365326971163,0.0186466412503812,0.0131474148929343
